Mod:Item:MetaData, Localized Name
twilightforest:block_storage:1, Block of Fiery Metal
twilightforest:block_storage:2, Block of Steeleaf
twilightforest:block_storage:3, Block of Arctic Fur
twilightforest:block_storage:4, Block of Carminite
twilightforest:spiral_bricks, Spiral Stone Bricks
twilightforest:etched_nagastone, Etched Nagastone
twilightforest:nagastone_pillar, Nagastone Pillar
twilightforest:nagastone_stairs:0, Nagastone Stairs (Left)
twilightforest:nagastone_stairs:8, Nagastone Stairs (Right)
twilightforest:etched_nagastone_mossy, Mossy Etched Nagastone
twilightforest:nagastone_pillar_mossy, Mossy Nagastone Pillar
twilightforest:nagastone_stairs_mossy:0, Mossy Nagastone Stairs (Left)
twilightforest:nagastone_stairs_mossy:8, Mossy Nagastone Stairs (Right)
twilightforest:etched_nagastone_weathered, Ruined Etched Nagastone
twilightforest:nagastone_pillar_weathered, Ruined Nagastone Pillar
twilightforest:nagastone_stairs_weathered:0, Weathered Nagastone Stairs (Left)
twilightforest:nagastone_stairs_weathered:8, Weathered Nagastone Stairs (Right)
twilightforest:auroralized_glass, Auroralized Glass
twilightforest:iron_ladder, Iron Ladder
twilightforest:terrorcotta_circle, Terrorcotta (Circular)
twilightforest:terrorcotta_diagonal, Terrorcotta (Diagonal)
twilightforest:stone_twist, tile.twilightforest.StonePillar.name
twilightforest:stone_twist_thin, tile.twilightforest.StonePillarThin.name
twilightforest:twilight_oak_planks, Twilight Oak Planks
twilightforest:twilight_oak_stairs, Twilight Oak Stairs
twilightforest:twilight_oak_slab:0, Twilight Oak Slab
twilightforest:twilight_oak_button, Twilight Oak Button
twilightforest:twilight_oak_door, Twilight Oak Door
twilightforest:twilight_oak_trapdoor, Twilight Oak Trapdoor
twilightforest:twilight_oak_fence, Twilight Oak Fence
twilightforest:twilight_oak_gate, Twilight Oak Gate
twilightforest:twilight_oak_plate, Twilight Oak Pressure Plate
twilightforest:canopy_planks, Canopy Planks
twilightforest:canopy_stairs, Canopy Stairs
twilightforest:canopy_slab:0, Canopy Slab
twilightforest:canopy_button, Canopy Button
twilightforest:canopy_door, Canopy Door
twilightforest:canopy_trapdoor, Canopy Trapdoor
twilightforest:canopy_fence, Canopy Fence
twilightforest:canopy_gate, Canopy Gate
twilightforest:canopy_plate, Canopy Pressure Plate
twilightforest:mangrove_planks, Mangrove Planks
twilightforest:mangrove_stairs, Mangrove Stairs
twilightforest:mangrove_slab:0, Mangrove Slab
twilightforest:mangrove_button, Mangrove Button
twilightforest:mangrove_door, Mangrove Door
twilightforest:mangrove_trapdoor, Mangrove Trapdoor
twilightforest:mangrove_fence, Mangrove Fence
twilightforest:mangrove_gate, Mangrove Gate
twilightforest:mangrove_plate, Mangrove Pressure Plate
twilightforest:dark_planks, Darkwood Planks
twilightforest:dark_stairs, Darkwood Stairs
twilightforest:dark_slab:0, Darkwood Slab
twilightforest:dark_button, Darkwood Button
twilightforest:dark_door, Darkwood Door
twilightforest:dark_trapdoor, Darkwood Trapdoor
twilightforest:dark_fence, Darkwood Fence
twilightforest:dark_gate, Darkwood Gate
twilightforest:dark_plate, Darkwood Pressure Plate
twilightforest:time_planks, Timewood Planks
twilightforest:time_stairs, Timewood Stairs
twilightforest:time_slab:0, Timewood Slab
twilightforest:time_button, Timewood Button
twilightforest:time_door, Timewood Door
twilightforest:time_trapdoor, Timewood Trapdoor
twilightforest:time_fence, Timewood Fence
twilightforest:time_gate, Timewood Gate
twilightforest:time_plate, Timewood Pressure Plate
twilightforest:trans_planks, Transwood Planks
twilightforest:trans_stairs, Transwood Stairs
twilightforest:trans_slab:0, Transwood Slab
twilightforest:trans_button, Transwood Button
twilightforest:trans_door, Transwood Door
twilightforest:trans_trapdoor, Transwood Trapdoor
twilightforest:trans_fence, Transwood Fence
twilightforest:trans_gate, Transwood Gate
twilightforest:trans_plate, Transwood Pressure Plate
twilightforest:mine_planks, Minewood Planks
twilightforest:mine_stairs, Minewood Stairs
twilightforest:mine_slab:0, Minewood Slab
twilightforest:mine_button, Minewood Button
twilightforest:mine_door, Minewood Door
twilightforest:mine_trapdoor, Minewood Trapdoor
twilightforest:mine_fence, Minewood Fence
twilightforest:mine_gate, Minewood Gate
twilightforest:mine_plate, Minewood Pressure Plate
twilightforest:sort_planks, Sortingwood Planks
twilightforest:sort_stairs, Sortingwood Stairs
twilightforest:sort_slab:0, Sortingwood Slab
twilightforest:sort_button, Sortingwood Button
twilightforest:sort_door, Sortingwood Door
twilightforest:sort_trapdoor, Sortingwood Trapdoor
twilightforest:sort_fence, Sortingwood Fence
twilightforest:sort_gate, Sortingwood Gate
twilightforest:sort_plate, Sortingwood Pressure Plate
tconstruct:book, Materials and You
tconstruct:soil:0, Grout
tconstruct:soil:1, Green Slimy Mud
tconstruct:soil:2, Blue Slimy Mud
tconstruct:soil:3, Graveyard Soil
tconstruct:soil:4, Consecrated Soil
tconstruct:soil:5, Slimy Magma Mud
tconstruct:slime:1, Slime Block
tconstruct:slime:2, Slime Block
tconstruct:slime:3, Blood Slime Block
tconstruct:slime:4, Slime Block
tconstruct:slime_congealed:0, Congealed Slime Block
tconstruct:slime_congealed:1, Congealed Slime Block
tconstruct:slime_congealed:2, Congealed Slime Block
tconstruct:slime_congealed:3, Congealed Bloodblock
tconstruct:slime_congealed:4, Congealed Slime Block
tconstruct:ore:0, Cobalt Ore
tconstruct:ore:1, Ardite Ore
tconstruct:firewood:0, Lavawood
tconstruct:firewood:1, Firewood
tconstruct:deco_ground:0, Mud Bricks
tconstruct:clear_glass:0, Clear Glass
tconstruct:clear_stained_glass:0, Clear White Stained Glass
tconstruct:clear_stained_glass:1, Clear Orange Stained Glass
tconstruct:clear_stained_glass:2, Clear Magenta Stained Glass
tconstruct:clear_stained_glass:3, Clear Light Blue Stained Glass
tconstruct:clear_stained_glass:4, Clear Yellow Stained Glass
tconstruct:clear_stained_glass:5, Clear Light Green Stained Glass
tconstruct:clear_stained_glass:6, Clear Pink Stained Glass
tconstruct:clear_stained_glass:7, Clear Gray Stained Glass
tconstruct:clear_stained_glass:8, Clear Light Gray Stained Glass
tconstruct:clear_stained_glass:9, Clear Cyan Stained Glass
tconstruct:clear_stained_glass:10, Clear Purple Stained Glass
tconstruct:clear_stained_glass:11, Clear Blue Stained Glass
tconstruct:clear_stained_glass:12, Clear Brown Stained Glass
tconstruct:clear_stained_glass:13, Clear Green Stained Glass
tconstruct:clear_stained_glass:14, Clear Red Stained Glass
tconstruct:clear_stained_glass:15, Clear Black Stained Glass
tconstruct:deco_ground_slab:0, Mud Bricks Slab
tconstruct:firewood_slab:0, Lavawood Slab
tconstruct:firewood_slab:1, Firewood Slab
tconstruct:mudbrick_stairs:0, Mud Bricks Stairs
tconstruct:firewood_stairs:0, Firewood Stairs
tconstruct:lavawood_stairs:0, Lavawood Stairs
tconstruct:nuggets:0, Cobalt Nugget
tconstruct:nuggets:1, Ardite Nugget
tconstruct:nuggets:2, Manyullyn Nugget
tconstruct:nuggets:3, Knightslime Nugget
tconstruct:nuggets:4, Pigiron Nugget
tconstruct:ingots:0, Cobalt Ingot
tconstruct:ingots:1, Ardite Ingot
tconstruct:ingots:2, Manyullyn Ingot
tconstruct:ingots:3, Knightslime Ingot
tconstruct:ingots:4, Pigiron Ingot
tconstruct:materials:0, Seared Brick
tconstruct:materials:1, Mud Brick
tconstruct:materials:2, Dried Brick
tconstruct:materials:9, Green Slime Crystal
tconstruct:materials:10, Blue Slime Crystal
tconstruct:materials:11, Magma Slime Crystal
tconstruct:materials:12, Expander (Horizontal)
tconstruct:materials:13, Expander (Vertical)
tconstruct:materials:14, Reinforcement
tconstruct:materials:15, Silky Cloth
tconstruct:materials:16, Silky Jewel
tconstruct:materials:17, Necrotic Bone
tconstruct:materials:18, Ball of Moss
tconstruct:materials:19, Mending Moss
tconstruct:materials:50, Creative Modifier
tconstruct:edible:0, Bacon
tconstruct:edible:1, Slimeball
tconstruct:edible:2, Slimeball
tconstruct:edible:3, Coagulated Blood
tconstruct:edible:4, Slimeball
tconstruct:edible:5, Slimeball
tconstruct:edible:10, Monster Jerky
tconstruct:edible:11, Beef Jerky
tconstruct:edible:12, Chicken Jerky
tconstruct:edible:13, Bacon Jerky
tconstruct:edible:14, Mutton Jerky
tconstruct:edible:15, Rabbit Jerky
tconstruct:edible:20, Fish Jerky
tconstruct:edible:21, Salmon Jerky
tconstruct:edible:22, Clownfish Jerky
tconstruct:edible:23, Fugu Jerky
tconstruct:edible:30, Gelatinous Slime Drop
tconstruct:edible:31, Gelatinous Slime Drop
tconstruct:edible:32, Gelatinous Slime Drop
tconstruct:edible:33, Coagulated Blood Drop
tconstruct:edible:34, Gelatinous Slime Drop
tconstruct:metal:0, Block of Cobalt
tconstruct:metal:1, Block of Ardite
tconstruct:metal:2, Block of Manyullyn
tconstruct:metal:3, Block of Knightslime
tconstruct:metal:4, Block of Pigiron
tconstruct:metal:6, Silky Block of Jewel
tconstruct:slime_dirt:0, Green Slimy Dirt
tconstruct:slime_dirt:1, Blue Slimy Dirt
tconstruct:slime_dirt:2, Purple Slimy Dirt
tconstruct:slime_dirt:3, Magma Slimy Dirt
tconstruct:slime_grass:0, Slimy Grass
tconstruct:slime_grass:1, Green Slimy Grass
tconstruct:slime_grass:2, Blue Slimy Grass
tconstruct:slime_grass:3, Purple Slimy Grass
tconstruct:slime_grass:4, Magma Slimy Grass
tconstruct:slime_grass:5, Slimy Grass
tconstruct:slime_grass:6, Green Slimy Grass
tconstruct:slime_grass:7, Blue Slimy Grass
tconstruct:slime_grass:8, Purple Slimy Grass
tconstruct:slime_grass:9, Magma Slimy Grass
tconstruct:slime_grass:10, Slimy Grass
tconstruct:slime_grass:11, Green Slimy Grass
tconstruct:slime_grass:12, Blue Slimy Grass
tconstruct:slime_grass:13, Purple Slimy Grass
tconstruct:slime_grass:14, Magma Slimy Grass
tconstruct:slime_leaves:0, Slimy Leaves
tconstruct:slime_leaves:1, Slimy Leaves
tconstruct:slime_leaves:2, Slimy Leaves
tconstruct:slime_grass_tall:0, Tall Slimy Grass
tconstruct:slime_grass_tall:4, Tall Slimy Grass
tconstruct:slime_grass_tall:8, Tall Slimy Grass
tconstruct:slime_grass_tall:1, Slimy Fern
tconstruct:slime_grass_tall:5, Slimy Fern
tconstruct:slime_grass_tall:9, Slimy Fern
tconstruct:slime_sapling:0, Blue Slime Sapling
tconstruct:slime_sapling:1, Purple Slime Sapling
tconstruct:slime_sapling:2, Magma Slime Sapling
tconstruct:slime_vine_blue_end:0, Blue Slimy Vine
tconstruct:slime_vine_blue_mid:0, Blue Slimy Vine
tconstruct:slime_vine_blue:0, Blue Slimy Vine
tconstruct:slime_vine_purple_end:0, Purple Slimy Vine
tconstruct:slime_vine_purple_mid:0, Purple Slimy Vine
tconstruct:slime_vine_purple:0, Purple Slimy Vine
tconstruct:pattern:0, Blank Pattern
tconstruct:pattern:0, Cross Guard Pattern
tconstruct:pattern:0, Fletching Pattern
tconstruct:pattern:0, Tool Rod Pattern
tconstruct:pattern:0, Laser Medium Pattern
tconstruct:pattern:0, Scythe Head Pattern
tconstruct:pattern:0, Kama Head Pattern
tconstruct:pattern:0, Bowlimb Pattern
tconstruct:pattern:0, Large Plate Pattern
tconstruct:pattern:0, Knife Blade Pattern
tconstruct:pattern:0, Hammer Head Pattern
tconstruct:pattern:0, Tough Binding Pattern
tconstruct:pattern:0, Binding Pattern
tconstruct:pattern:0, Shovel Head Pattern
tconstruct:pattern:0, Axe Head Pattern
tconstruct:pattern:0, Excavator Head Pattern
tconstruct:pattern:0, Wide Guard Pattern
tconstruct:pattern:0, Pan Pattern
tconstruct:pattern:0, Bowstring Pattern
tconstruct:pattern:0, Tough Tool Rod Pattern
tconstruct:pattern:0, Broad Axe Head Pattern
tconstruct:pattern:0, Battery Cell Pattern
tconstruct:pattern:0, Pickaxe Head Pattern
tconstruct:pattern:0, Hand Guard Pattern
tconstruct:pattern:0, Arrow Shaft Pattern
tconstruct:pattern:0, Pipe Piece Pattern
tconstruct:pattern:0, Large Sword Blade Pattern
tconstruct:pattern:0, Arrow Head Pattern
tconstruct:pattern:0, Shard Pattern
tconstruct:pattern:0, Sign Plate Pattern
tconstruct:pattern:0, Chisel Head Pattern
tconstruct:pattern:0, Sword Blade Pattern
tconstruct:pattern:0, Sharpening Kit Pattern
tconstruct:shard:0, Electrical Shard
tconstruct:shard:0, Energetic Shard
tconstruct:shard:0, Vibrant Shard
tconstruct:shard:0, Red Shard
tconstruct:shard:0, Conductive Shard
tconstruct:shard:0, Pulsating Shard
tconstruct:shard:0, Dark Shard
tconstruct:shard:0, Souled Shard
tconstruct:shard:0, Shard of the End
tconstruct:shard:0, Fake-Iron Shard
tconstruct:shard:0, Naga Scale Shard
tconstruct:shard:0, Steeleaf Shard
tconstruct:shard:0, Fiery Shard
tconstruct:shard:0, Knightly Shard
tconstruct:shard:0, Wooden Shard
tconstruct:shard:0, Stone Shard
tconstruct:shard:0, Flint Shard
tconstruct:shard:0, Cactus Shard
tconstruct:shard:0, Bone Shard
tconstruct:shard:0, Obsidian Shard
tconstruct:shard:0, Prismarine Shard
tconstruct:shard:0, End Shard
tconstruct:shard:0, Paper Shard
tconstruct:shard:0, Sponge Shard
tconstruct:shard:0, Firewood Shard
tconstruct:shard:0, Iron Shard
tconstruct:shard:0, Pig Iron Shard
tconstruct:shard:0, Knightslime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Slime Shard
tconstruct:shard:0, Magma Slime Shard
tconstruct:shard:0, Netherrack Shard
tconstruct:shard:0, Cobalt Shard
tconstruct:shard:0, Ardite Shard
tconstruct:shard:0, Manyullyn Shard
tconstruct:shard:0, Copper Shard
tconstruct:shard:0, Bronze Shard
tconstruct:shard:0, Lead Shard
tconstruct:shard:0, Silver Shard
tconstruct:shard:0, Electrum Shard
tconstruct:shard:0, Steel Shard
tconstruct:shard:0, Magical Wooden Shard
tconstruct:shard:0, Evil Infused Shard
tconstruct:shard:0, Enchanted Shard
tconstruct:shard:0, Demonic Shard
tconstruct:shard:0, Prosperity Shard Shard
tconstruct:shard:0, Soulium Shard
tconstruct:shard:0, Base Essence Shard
tconstruct:shard:0, Inferium Shard
tconstruct:shard:0, Prudentium Shard
tconstruct:shard:0, Intermedium Shard
tconstruct:shard:0, Superium Shard
tconstruct:shard:0, Supremium Shard
tconstruct:shard:0, Plastic Shard
tconstruct:shard:0, Pink Slime Shard
tconstruct:shard:0, Reinforced Pink Slime Shard
tconstruct:shard:0, Alumite Shard
tconstruct:shard:0, Nickel Shard
tconstruct:shard:0, Invar Shard
tconstruct:shard:0, Iridium Shard
tconstruct:shard:0, Sapphire Shard
tconstruct:shard:0, Ruby Shard
tconstruct:shard:0, Peridot Shard
tconstruct:shard:0, Lumium Shard
tconstruct:shard:0, Signalum Shard
tconstruct:shard:0, Platinum Shard
tconstruct:shard:0, Enderium Shard
tconstruct:shard:0, Black Quartz Shard
tconstruct:shard:0, Void Shard
tconstruct:shard:0, Enori Shard
tconstruct:shard:0, Palis Shard
tconstruct:shard:0, Restonia Shard
tconstruct:shard:0, Emeradic Shard
tconstruct:shard:0, Diamatine Shard
tconstruct:shard:0, Certus Quartz Shard
tconstruct:shard:0, Fluix Crystal Shard
tconstruct:shard:0, Mica Shard
tconstruct:shard:0, Litherite Shard
tconstruct:shard:0, Erodium Shard
tconstruct:shard:0, Kyronite Shard
tconstruct:shard:0, Pladium Shard
tconstruct:shard:0, Ionite Shard
tconstruct:shard:0, Aethium Shard
tconstruct:shard:0, Mirion Shard
tconstruct:shard:0, Livingwood Shard
tconstruct:shard:0, Manasteel Shard
tconstruct:shard:0, Elementium Shard
tconstruct:shard:0, Terrasteel Shard
tconstruct:shard:0, Emerald Shard
tconstruct:sharpening_kit:0, Electrical Sharpening Kit
tconstruct:sharpening_kit:0, Energetic Sharpening Kit
tconstruct:sharpening_kit:0, Vibrant Sharpening Kit
tconstruct:sharpening_kit:0, Red Sharpening Kit
tconstruct:sharpening_kit:0, Conductive Sharpening Kit
tconstruct:sharpening_kit:0, Pulsating Sharpening Kit
tconstruct:sharpening_kit:0, Dark Sharpening Kit
tconstruct:sharpening_kit:0, Souled Sharpening Kit
tconstruct:sharpening_kit:0, Sharpening Kit of the End
tconstruct:sharpening_kit:0, Fake-Iron Sharpening Kit
tconstruct:sharpening_kit:0, Naga Scale Sharpening Kit
tconstruct:sharpening_kit:0, Steeleaf Sharpening Kit
tconstruct:sharpening_kit:0, Fiery Sharpening Kit
tconstruct:sharpening_kit:0, Knightly Sharpening Kit
tconstruct:sharpening_kit:0, Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Stone Sharpening Kit
tconstruct:sharpening_kit:0, Flint Sharpening Kit
tconstruct:sharpening_kit:0, Cactus Sharpening Kit
tconstruct:sharpening_kit:0, Bone Sharpening Kit
tconstruct:sharpening_kit:0, Obsidian Sharpening Kit
tconstruct:sharpening_kit:0, Prismarine Sharpening Kit
tconstruct:sharpening_kit:0, End Sharpening Kit
tconstruct:sharpening_kit:0, Paper Sharpening Kit
tconstruct:sharpening_kit:0, Sponge Sharpening Kit
tconstruct:sharpening_kit:0, Firewood Sharpening Kit
tconstruct:sharpening_kit:0, Iron Sharpening Kit
tconstruct:sharpening_kit:0, Pig Iron Sharpening Kit
tconstruct:sharpening_kit:0, Knightslime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Slime Sharpening Kit
tconstruct:sharpening_kit:0, Magma Slime Sharpening Kit
tconstruct:sharpening_kit:0, Netherrack Sharpening Kit
tconstruct:sharpening_kit:0, Cobalt Sharpening Kit
tconstruct:sharpening_kit:0, Ardite Sharpening Kit
tconstruct:sharpening_kit:0, Manyullyn Sharpening Kit
tconstruct:sharpening_kit:0, Copper Sharpening Kit
tconstruct:sharpening_kit:0, Bronze Sharpening Kit
tconstruct:sharpening_kit:0, Lead Sharpening Kit
tconstruct:sharpening_kit:0, Silver Sharpening Kit
tconstruct:sharpening_kit:0, Electrum Sharpening Kit
tconstruct:sharpening_kit:0, Steel Sharpening Kit
tconstruct:sharpening_kit:0, Magical Wooden Sharpening Kit
tconstruct:sharpening_kit:0, Evil Infused Sharpening Kit
tconstruct:sharpening_kit:0, Enchanted Sharpening Kit
tconstruct:sharpening_kit:0, Demonic Sharpening Kit
tconstruct:sharpening_kit:0, Prosperity Shard Sharpening Kit
tconstruct:sharpening_kit:0, Soulium Sharpening Kit
tconstruct:sharpening_kit:0, Base Essence Sharpening Kit
tconstruct:sharpening_kit:0, Inferium Sharpening Kit
tconstruct:sharpening_kit:0, Prudentium Sharpening Kit
tconstruct:sharpening_kit:0, Intermedium Sharpening Kit
tconstruct:sharpening_kit:0, Superium Sharpening Kit
tconstruct:sharpening_kit:0, Supremium Sharpening Kit
tconstruct:sharpening_kit:0, Plastic Sharpening Kit
tconstruct:sharpening_kit:0, Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Reinforced Pink Slime Sharpening Kit
tconstruct:sharpening_kit:0, Alumite Sharpening Kit
